Run time for pass, 1, 630.967140 ms
Run time for pass, 2, 615.217924 ms
Run time for pass, 3, 621.674061 ms
Run time for pass, 4, 629.854918 ms
Run time for pass, 5, 1251.163006 ms
Run time for pass, 6, 2121.406078 ms
Run time for pass, 7, 1761.999130 ms
Run time for pass, 8, 1757.400036 ms
Run time for pass, 9, 820.488930 ms
Run time for pass, 10, 598.095179 ms
Total Run time, 110896.106005 ms

