Run time for pass, 1, 635.179996 ms
Run time for pass, 2, 593.757153 ms
Run time for pass, 3, 579.252958 ms
Run time for pass, 4, 1134.116888 ms
Run time for pass, 5, 1701.357126 ms
Run time for pass, 6, 2142.417908 ms
Run time for pass, 7, 1043.699026 ms
Run time for pass, 8, 579.324961 ms
Run time for pass, 9, 538.783789 ms
Run time for pass, 10, 570.102930 ms
Total Run time, 109575.698853 ms

