Run time for pass, 1, 594.924927 ms
Run time for pass, 2, 598.215103 ms
Run time for pass, 3, 548.873901 ms
Run time for pass, 4, 593.467951 ms
Run time for pass, 5, 666.265011 ms
Run time for pass, 6, 1911.180973 ms
Run time for pass, 7, 1708.320856 ms
Run time for pass, 8, 2037.358999 ms
Run time for pass, 9, 1756.963968 ms
Run time for pass, 10, 1059.124947 ms
Total Run time, 111543.518066 ms

