Run time for pass 114 is 0.000000 ms
Run time for pass 115 is 0.000954 ms
Run time for pass 116 is 0.000000 ms
Run time for pass 117 is 0.000954 ms
Run time for pass 118 is 0.000000 ms
Run time for pass 119 is 0.000000 ms
Run time for pass 120 is 0.000954 ms
Run time for pass 121 is 0.000000 ms
Run time for pass 122 is 0.000954 ms
Run time for pass 123 is 0.000000 ms
Run time for pass 124 is 0.000000 ms
Run time for pass 125 is 0.001192 ms
Run time for pass 126 is 0.000000 ms
Run time for pass 127 is 0.000954 ms
Run time for pass 128 is 0.000954 ms
Run time for pass 129 is 0.000000 ms
Run time for pass 130 is 0.000954 ms
Run time for pass 131 is 0.000954 ms
Run time for pass 132 is 0.000000 ms
Run time for pass 133 is 0.000954 ms
Run time for pass 134 is 0.000954 ms
Run time for pass 135 is 0.000000 ms
Run time for pass 136 is 0.001192 ms
Run time for pass 137 is 0.000954 ms
Run time for pass 138 is 0.000954 ms
Run time for pass 139 is 0.001192 ms
Run time for pass 140 is 0.000954 ms
Run time for pass 141 is 0.000954 ms
Run time for pass 142 is 0.001192 ms
Run time for pass 143 is 0.000000 ms
Run time for pass 144 is 0.000000 ms
Run time for pass 145 is 0.000000 ms
Run time for pass 146 is 0.000954 ms
Run time for pass 147 is 0.000954 ms
Run time for pass 148 is 0.001192 ms
Run time for pass 149 is 0.000954 ms
Run time for pass 150 is 0.001192 ms
Run time for pass 151 is 0.001192 ms
Run time for pass 152 is 0.000954 ms
Run time for pass 153 is 0.000000 ms
Run time for pass 154 is 0.001192 ms
Run time for pass 155 is 0.001192 ms
Run time for pass 156 is 0.000000 ms
Run time for pass 157 is 0.000000 ms
Run time for pass 158 is 0.000954 ms
Run time for pass 159 is 0.000000 ms
Run time for pass 160 is 0.000000 ms
Run time for pass 161 is 0.000954 ms
Run time for pass 162 is 0.000954 ms
Run time for pass 163 is 0.001192 ms
Run time for pass 164 is 0.000000 ms
Run time for pass 165 is 0.000000 ms
Run time for pass 166 is 0.000954 ms
Run time for pass 167 is 0.000000 ms
Run time for pass 168 is 0.001192 ms
Run time for pass 169 is 0.001192 ms
Run time for pass 170 is 0.000000 ms
Run time for pass 171 is 0.000000 ms
Run time for pass 172 is 0.000954 ms
Run time for pass 173 is 0.000954 ms
Run time for pass 174 is 0.000954 ms
Run time for pass 175 is 0.000000 ms
Run time for pass 176 is 0.000954 ms
Run time for pass 177 is 0.000954 ms
Run time for pass 178 is 0.000954 ms
Run time for pass 179 is 0.000000 ms
Run time for pass 180 is 0.000954 ms
Run time for pass 181 is 0.000954 ms
Run time for pass 182 is 0.000000 ms
Run time for pass 183 is 0.000000 ms
Run time for pass 184 is 0.000000 ms
Run time for pass 185 is 0.000954 ms
Run time for pass 186 is 0.000954 ms
Run time for pass 187 is 0.000000 ms
Run time for pass 188 is 0.001192 ms
Run time for pass 189 is 0.000000 ms
Run time for pass 190 is 0.000954 ms
Run time for pass 191 is 0.000954 ms
Run time for pass 192 is 0.000954 ms
Run time for pass 193 is 0.000954 ms
Run time for pass 194 is 0.000954 ms
Run time for pass 195 is 0.000954 ms
Run time for pass 196 is 0.000000 ms
Run time for pass 197 is 0.000000 ms
Run time for pass 198 is 0.000954 ms
Run time for pass 199 is 0.000954 ms
Run time for pass 200 is 0.001192 ms
Run time for pass 201 is 0.000000 ms
Run time for pass 202 is 0.000954 ms
Run time for pass 203 is 0.000954 ms
Run time for pass 204 is 0.000954 ms
Run time for pass 205 is 0.000000 ms
Run time for pass 206 is 0.000954 ms
Run time for pass 207 is 0.000000 ms
Run time for pass 208 is 0.000954 ms
Run time for pass 209 is 0.001192 ms
Run time for pass 210 is 0.000954 ms
Run time for pass 211 is 0.000000 ms
Run time for pass 212 is 0.000000 ms
Run time for pass 213 is 0.000000 ms
Run time for pass 214 is 0.000000 ms
Run time for pass 215 is 0.000000 ms
Run time for pass 216 is 0.000000 ms
Run time for pass 217 is 0.000954 ms
Run time for pass 218 is 0.000000 ms
Run time for pass 219 is 0.000954 ms
Run time for pass 220 is 0.000954 ms
Run time for pass 221 is 0.000000 ms
Run time for pass 222 is 0.000954 ms
Run time for pass 223 is 0.000000 ms
Run time for pass 224 is 0.000000 ms
Run time for
