Run time for pass 1 is 0.000954 ms
Run time for pass 2 is 0.000954 ms
Run time for pass 3 is 0.000954 ms
Run time for pass 4 is 0.000954 ms
Run time for pass 5 is 0.000954 ms
Run time for pass 6 is 0.000000 ms
Run time for pass 7 is 0.000954 ms
Run time for pass 8 is 0.000954 ms
Run time for pass 9 is 0.000954 ms
Run time for pass 10 is 0.000954 ms
Run time for pass 11 is 0.000000 ms
Run time for pass 12 is 0.000954 ms
Run time for pass 13 is 0.000954 ms
Run time for pass 14 is 0.000954 ms
Run time for pass 15 is 0.000954 ms
Run time for pass 16 is 0.000000 ms
Run time for pass 17 is 0.000954 ms
Run time for pass 18 is 0.000000 ms
Run time for pass 19 is 0.000954 ms
Run time for pass 20 is 0.000000 ms
Run time for pass 21 is 0.000954 ms
Run time for pass 22 is 0.000000 ms
Run time for pass 23 is 0.000954 ms
Run time for pass 24 is 0.000000 ms
Run time for pass 25 is 0.000000 ms
Run time for pass 26 is 0.000954 ms
Run time for pass 27 is 0.000000 ms
Run time for pass 28 is 0.001192 ms
Run time for pass 29 is 0.001192 ms
Run time for pass 30 is 0.001192 ms
Run time for pass 31 is 0.000000 ms
Run time for pass 32 is 0.000000 ms
Run time for pass 33 is 0.000954 ms
Run time for pass 34 is 0.001192 ms
Run time for pass 35 is 0.000954 ms
Run time for pass 36 is 0.000954 ms
Run time for pass 37 is 0.000954 ms
Run time for pass 38 is 0.000954 ms
Run time for pass 39 is 0.000000 ms
Run time for pass 40 is 0.000954 ms
Run time for pass 41 is 0.000000 ms
Run time for pass 42 is 0.000954 ms
Run time for pass 43 is 0.000954 ms
Run time for pass 44 is 0.000954 ms
Run time for pass 45 is 0.000000 ms
Run time for pass 46 is 0.000954 ms
Run time for pass 47 is 0.000000 ms
Run time for pass 48 is 0.000000 ms
Run time for pass 49 is 0.000000 ms
Run time for pass 50 is 0.000954 ms
Run time for pass 51 is 0.000954 ms
Run time for pass 52 is 0.001192 ms
Run time for pass 53 is 0.001192 ms
Run time for pass 54 is 0.000954 ms
Run time for pass 55 is 0.000000 ms
Run time for pass 56 is 0.000000 ms
Run time for pass 57 is 0.000954 ms
Run time for pass 58 is 0.000000 ms
Run time for pass 59 is 0.000954 ms
Run time for pass 60 is 0.000954 ms
Run time for pass 61 is 0.001192 ms
Run time for pass 62 is 0.000000 ms
Run time for pass 63 is 0.000000 ms
Run time for pass 64 is 0.000000 ms
Run time for pass 65 is 0.000954 ms
Run time for pass 66 is 0.000954 ms
Run time for pass 67 is 0.000000 ms
Run time for pass 68 is 0.000000 ms
Run time for pass 69 is 0.000954 ms
Run time for pass 70 is 0.001192 ms
Run time for pass 71 is 0.000000 ms
Run time for pass 72 is 0.000954 ms
Run time for pass 73 is 0.000954 ms
Run time for pass 74 is 0.000954 ms
Run time for pass 75 is 0.000954 ms
Run time for pass 76 is 0.000000 ms
Run time for pass 77 is 0.001192 ms
Run time for pass 78 is 0.000000 ms
Run time for pass 79 is 0.000954 ms
Run time for pass 80 is 0.000954 ms
Run time for pass 81 is 0.000954 ms
Run time for pass 82 is 0.001192 ms
Run time for pass 83 is 0.001192 ms
Run time for pass 84 is 0.000000 ms
Run time for pass 85 is 0.000000 ms
Run time for pass 86 is 0.000954 ms
Run time for pass 87 is 0.000000 ms
Run time for pass 88 is 0.001192 ms
Run time for pass 89 is 0.000954 ms
Run time for pass 90 is 0.000000 ms
Run time for pass 91 is 0.000000 ms
Run time for pass 92 is 0.000000 ms
Run time for pass 93 is 0.000000 ms
Run time for pass 94 is 0.000000 ms
Run time for pass 95 is 0.000000 ms
Run time for pass 96 is 0.000000 ms
Run time for pass 97 is 0.000954 ms
Run time for pass 98 is 0.000954 ms
Run time for pass 99 is 0.000954 ms
Run time for pass 100 is 0.001192 ms
Run time for pass 101 is 0.000954 ms
Run time for pass 102 is 0.000000 ms
Run time for pass 103 is 0.000954 ms
Run time for pass 104 is 0.000954 ms
Run time for pass 105 is 0.001192 ms
Run time for pass 106 is 0.000000 ms
Run time for pass 107 is 0.000000 ms
Run time for pass 108 is 0.000000 ms
Run time for pass 109 is 0.000000 ms
Run time for pass 110 is 0.000000 ms
Run time for pass 111 is 0.000000 ms
Run time for pass 112 is 0.000954 ms
Run time for pass 113 is 0.000000 ms
