Delay is 2 msec ..num_iter is 100
Sleeptime struct is 0 sec: 2000000 nsec
Time is 1584827046 : 116780207..slept for 2034902.572632nsec
Time is 1584827046 : 121399173..slept for 4608869.552612nsec
Time is 1584827046 : 123645987..slept for 2241849.899292nsec
Time is 1584827046 : 126560672..slept for 2910852.432251nsec
Time is 1584827046 : 129540462..slept for 2975463.867188nsec
Time is 1584827046 : 131625347..slept for 2078294.754028nsec
Time is 1584827046 : 137296197..slept for 5664348.602295nsec
Time is 1584827046 : 139740343..slept for 2438068.389893nsec
Time is 1584827046 : 142158187..slept for 2412319.183350nsec
Time is 1584827046 : 146718413..slept for 4555463.790894nsec
Time is 1584827046 : 149046610..slept for 2322196.960449nsec
Time is 1584827046 : 151840154..slept for 2788305.282593nsec
Time is 1584827046 : 153921203..slept for 2074718.475342nsec
Time is 1584827046 : 155979909..slept for 2045631.408691nsec
Time is 1584827046 : 158044799..slept for 2054214.477539nsec
Time is 1584827046 : 160929793..slept for 2877473.831177nsec
Time is 1584827046 : 163002170..slept for 2067804.336548nsec
Time is 1584827046 : 165796613..slept for 2789020.538330nsec
Time is 1584827046 : 167924683..slept for 2122879.028320nsec
Time is 1584827046 : 169985228..slept for 2054214.477539nsec
Time is 1584827046 : 172794141..slept for 2804756.164551nsec
Time is 1584827046 : 174882592..slept for 2083063.125610nsec
Time is 1584827046 : 177578163..slept for 2690553.665161nsec
Time is 1584827046 : 179607300..slept for 2021551.132202nsec
Time is 1584827046 : 182451565..slept for 2839088.439941nsec
Time is 1584827046 : 184483723..slept for 2028226.852417nsec
Time is 1584827046 : 187402560..slept for 2913951.873779nsec
Time is 1584827046 : 189684720..slept for 2277374.267578nsec
Time is 1584827046 : 192245217..slept for 2515077.590942nsec
Time is 1584827046 : 194299335..slept for 2049207.687378nsec
Time is 1584827046 : 197067410..slept for 2764225.006104nsec
Time is 1584827046 : 199135935..slept for 2063751.220703nsec
Time is 1584827046 : 201986142..slept for 2845287.322998nsec
