Delay is 2..num_iter is 10
Time is 1584824736 : 325343..slept for 3.608942 ms
Time is 1584824736 : 328245..slept for 2.898932 ms
Time is 1584824736 : 331192..slept for 2.943993 ms
Time is 1584824736 : 334187..slept for 2.991915 ms
Time is 1584824736 : 338372..slept for 4.182100 ms
Time is 1584824736 : 340691..slept for 2.315998 ms
Time is 1584824736 : 342902..slept for 2.207994 ms
Time is 1584824736 : 346468..slept for 3.561974 ms
Time is 1584824736 : 349927..slept for 3.454924 ms
Time is 1584824736 : 352632..slept for 2.700090 ms
Total time taken : actual 30.898094 theory(excl. runtime): 20, ms
