Run time for pass 1 is 16491.228104 ms
Run time for pass 2 is 11623.879910 ms
Run time for pass 3 is 11523.056984 ms
Run time for pass 4 is 12477.839947 ms
Run time for pass 5 is 9346.297979 ms
Total Run time is 112390.842199 ms
