Delay is 2..num_iter is 10
Time is 1584824793 : 658252..slept for 6.412029 ms
Time is 1584824793 : 661114..slept for 2.857924 ms
Time is 1584824793 : 664004..slept for 2.885103 ms
Time is 1584824793 : 666228..slept for 2.220154 ms
Time is 1584824793 : 668792..slept for 2.561092 ms
Time is 1584824793 : 671057..slept for 2.260923 ms
Time is 1584824793 : 674736..slept for 3.675938 ms
Time is 1584824793 : 677696..slept for 2.957106 ms
Time is 1584824793 : 680081..slept for 2.379894 ms
Time is 1584824793 : 682534..slept for 2.449989 ms
Total time taken : actual 30.694962 theory(excl. runtime): 20, ms
