Delay is 2..num_iter is 10
Time is 1584824792 : 800308..slept for 6.633043 ms
Time is 1584824792 : 803206..slept for 2.894878 ms
Time is 1584824792 : 806163..slept for 2.954006 ms
Time is 1584824792 : 812151..slept for 5.985022 ms
Time is 1584824792 : 816829..slept for 4.673958 ms
Time is 1584824792 : 819382..slept for 2.548933 ms
Time is 1584824792 : 822235..slept for 2.848148 ms
Time is 1584824792 : 824922..slept for 2.681971 ms
Time is 1584824792 : 827620..slept for 2.691984 ms
Time is 1584824792 : 830002..slept for 2.377033 ms
Total time taken : actual 36.328077 theory(excl. runtime): 20, ms
