Delay is 2..num_iter is 10
Time is 1584824793 : 719938..slept for 7.734060 ms
Time is 1584824793 : 722528..slept for 2.585888 ms
Time is 1584824793 : 725393..slept for 2.861023 ms
Time is 1584824793 : 728336..slept for 2.938032 ms
Time is 1584824793 : 731256..slept for 2.916098 ms
Time is 1584824793 : 734199..slept for 2.938032 ms
Time is 1584824793 : 737643..slept for 3.439903 ms
Time is 1584824793 : 740042..slept for 2.395868 ms
Time is 1584824793 : 742956..slept for 2.909899 ms
Time is 1584824793 : 745197..slept for 2.238035 ms
Total time taken : actual 32.994032 theory(excl. runtime): 20, ms
