Delay is 2..num_iter is 10
Time is 1584824793 : 946795..slept for 2.965927 ms
Time is 1584824793 : 949221..slept for 2.419949 ms
Time is 1584824793 : 952007..slept for 2.783060 ms
Time is 1584824793 : 955357..slept for 3.347158 ms
Time is 1584824793 : 958407..slept for 3.046989 ms
Time is 1584824793 : 960629..slept for 2.218962 ms
Time is 1584824793 : 963541..slept for 2.908945 ms
Time is 1584824793 : 966492..slept for 2.948046 ms
Time is 1584824793 : 969926..slept for 3.431082 ms
Time is 1584824793 : 972417..slept for 2.488136 ms
Total time taken : actual 28.588057 theory(excl. runtime): 20, ms
