Delay is 2..num_iter is 10
Time is 1584824793 : 809471..slept for 5.477905 ms
Time is 1584824793 : 812247..slept for 2.772093 ms
Time is 1584824793 : 815227..slept for 2.975941 ms
Time is 1584824793 : 820219..slept for 4.989147 ms
Time is 1584824793 : 822511..slept for 2.289057 ms
Time is 1584824793 : 825219..slept for 2.704859 ms
Time is 1584824793 : 828713..slept for 3.490925 ms
Time is 1584824793 : 831321..slept for 2.603054 ms
Time is 1584824793 : 833956..slept for 2.630949 ms
Time is 1584824793 : 836706..slept for 2.744913 ms
Total time taken : actual 32.713890 theory(excl. runtime): 20, ms
