Delay is 2..num_iter is 10
Time is 1584824793 : 615146..slept for 12.140989 ms
Time is 1584824793 : 618907..slept for 3.756046 ms
Time is 1584824793 : 621230..slept for 2.317905 ms
Time is 1584824793 : 624667..slept for 3.432989 ms
Time is 1584824793 : 626901..slept for 2.229929 ms
Time is 1584824793 : 629856..slept for 2.951145 ms
Time is 1584824793 : 632752..slept for 2.890825 ms
Time is 1584824793 : 635931..slept for 3.175020 ms
Time is 1584824793 : 639088..slept for 3.152847 ms
Time is 1584824793 : 642524..slept for 3.336906 ms
Total time taken : actual 39.519072 theory(excl. runtime): 20, ms
