Delay is 2..num_iter is 10
Time is 1584824792 : 878398..slept for 3.592968 ms
Time is 1584824792 : 881405..slept for 3.003120 ms
Time is 1584824792 : 883716..slept for 2.306223 ms
Time is 1584824792 : 885973..slept for 2.254009 ms
Time is 1584824792 : 890458..slept for 4.483223 ms
Time is 1584824792 : 892578..slept for 2.116919 ms
Time is 1584824792 : 896035..slept for 3.453016 ms
Time is 1584824792 : 899534..slept for 3.494024 ms
Time is 1584824792 : 902200..slept for 2.660990 ms
Time is 1584824792 : 905184..slept for 2.980947 ms
Total time taken : actual 30.379057 theory(excl. runtime): 20, ms
