Delay is 2..num_iter is 10
Time is 1584824792 : 935159..slept for 3.413916 ms
Time is 1584824792 : 941527..slept for 6.362915 ms
Time is 1584824792 : 944134..slept for 2.604008 ms
Time is 1584824792 : 946956..slept for 2.818823 ms
Time is 1584824792 : 950017..slept for 3.057957 ms
Time is 1584824792 : 953599..slept for 3.577948 ms
Time is 1584824792 : 956909..slept for 3.305912 ms
Time is 1584824792 : 960040..slept for 3.126144 ms
Time is 1584824792 : 962382..slept for 2.336979 ms
Time is 1584824792 : 965313..slept for 2.925873 ms
Total time taken : actual 33.567905 theory(excl. runtime): 20, ms
