Run time for pass, 1, 608.613014 ms
Run time for pass, 2, 563.044071 ms
Run time for pass, 3, 589.153051 ms
Run time for pass, 4, 575.308084 ms
Run time for pass, 5, 588.754892 ms
Run time for pass, 6, 621.160984 ms
Run time for pass, 7, 602.993011 ms
Run time for pass, 8, 848.422050 ms
Run time for pass, 9, 595.086098 ms
Run time for pass, 10, 576.066017 ms
Total Run time, 106219.312191 ms
